Image,Class,Pixel Intensity,Aspect Ratio,Perimeter,Solidity,Convexity,Euler's Number
27731.png,9,0.08767006802721089,0.6,56.5269113779068,0.7083333333333334,0.9122303817199544,0
9969.png,9,0.1038765506202481,0.7,64.52691125869751,0.680628272251309,0.8452265425217776,0
36963.png,9,0.09879951980792316,0.45,52.97056245803833,0.7682119205298014,0.9090096272102917,0
15302.png,9,0.10165566226490597,0.6,66.04163002967834,0.6439024390243903,0.8034471648894866,0
5589.png,9,0.16238995598239295,0.7,62.28427076339722,0.7767857142857143,0.0,-1
47933.png,9,0.15142557022809125,0.6,57.11269772052765,0.7960199004975125,0.9062338447707414,0
57854.png,9,0.12707583033213285,0.75,65.55634891986847,0.6467889908256881,0.8525847943614241,0
53623.png,9,0.11464585834333733,0.6,82.5269113779068,0.6684491978609626,0.2409680578952821,1
27295.png,9,0.09491296518607444,0.6,58.14213538169861,0.6741573033707865,0.8844493322148657,0
27448.png,9,0.11497098839535815,0.6,59.21320307254791,0.7371428571428571,0.8417196451087621,1
35641.png,9,0.08730992396958784,0.6,57.11269772052765,0.7,0.8882322596897813,0
20893.png,9,0.17859143657462984,0.65,63.6984840631485,0.8373205741626795,0.8416923912680557,1
4627.png,9,0.1553421368547419,0.65,63.455843687057495,0.73,0.8271973831121914,0
8721.png,9,0.16732693077230892,0.85,80.5269113779068,0.7907949790794979,0.04967283522434255,0
17437.png,9,0.14235694277711086,0.7,59.455843687057495,0.7548076923076923,0.8924746403805215,0
37283.png,9,0.11934273709483793,0.6,57.79898941516876,0.71875,0.8871182942815882,0
31115.png,9,0.10888355342136855,0.5,58.3847758769989,0.6951871657754011,0.8682034329311833,0
26594.png,9,0.0693577430972389,0.4,52.38477599620819,0.6376811594202898,0.881505168208463,0
31336.png,9,0.10066526610644258,0.5,55.455843567848206,0.7674418604651163,0.8999948737883241,0
27479.png,9,0.09670368147258904,0.6,64.04163014888763,0.592964824120603,0.8213784434671529,0
26045.png,9,0.11175970388155262,0.6,61.21320295333862,0.7083333333333334,0.8426852201014149,0
17671.png,9,0.15204081632653063,0.95,72.76955199241638,0.6861313868613139,0.8423303362139086,0
31565.png,9,0.13216786714685874,0.8,69.11269760131836,0.6680672268907563,0.7901678866993581,0
49988.png,9,0.12276910764305723,0.6,63.69848418235779,0.7047619047619048,0.8334729306709022,0
36991.png,9,0.10855842336934775,0.6,59.21320307254791,0.72,0.8386862257275933,0
47048.png,9,0.135219087635054,0.7,58.52691125869751,0.7652582159624414,0.9201888573594151,0
11947.png,9,0.17800620248099241,0.7,62.041629910469055,0.7870370370370371,0.8823693195338026,1
56257.png,9,0.08091236494597838,0.5,52.72792184352875,0.6912751677852349,0.8997170373589033,-1
20316.png,9,0.07500500200080032,0.6,61.21320307254791,0.6,0.822524519854499,0
11175.png,9,0.11941276510604242,0.6,61.35533821582794,0.7384615384615385,0.8671502434316826,0
33784.png,9,0.13611944777911164,0.55,55.55634880065918,0.8265895953757225,0.9020480223054982,0
56442.png,9,0.09411764705882353,0.5,51.55634880065918,0.7096774193548387,0.928596188084701,0
46318.png,9,0.09699379751900761,0.7,69.35533857345581,0.6129032258064516,0.7688257233975581,0
44973.png,9,0.16728691476590635,0.75,59.455843567848206,0.7554585152838428,0.9064213958220279,0
45.png,9,0.12083833533413366,0.7,63.21320295333862,0.7213930348258707,0.844929969552537,-1
5718.png,9,0.1135454181672669,0.8,91.94112479686737,0.5019157088122606,0.667331438113797,1
19143.png,9,0.11949779911964786,0.7,60.5269113779068,0.6262626262626263,0.8539722569067134,0
30277.png,9,0.12176370548219287,0.6,56.14213538169861,0.7421052631578947,0.9104831953081416,0
23374.png,9,0.07469487795118047,0.5,59.55634891986847,0.6091954022988506,0.828909512510702,0
19972.png,9,0.1944277711084434,1.1111111111111112,78.52691125869751,0.6987179487179487,0.794634805032453,-2
29091.png,9,0.07553021208483394,0.55,57.69848418235779,0.6988636363636364,0.8645972281488105,-1
30096.png,9,0.117421968787515,0.6,59.31370830535889,0.7208121827411168,0.8962192634316131,0
10819.png,9,0.12328931572629051,0.55,55.55634891986847,0.7653631284916201,0.9052752854171346,0
53847.png,9,0.11485094037615046,0.7,67.11269772052765,0.6190476190476191,0.7973911348760737,-1
39351.png,9,0.12171868747498998,0.7,73.59797894954681,0.7422680412371134,0.7041413383500442,-1
59765.png,9,0.10968387354941976,0.7,67.79898953437805,0.6376146788990825,0.7950998804643562,0
30208.png,9,0.11913265306122449,0.6,58.62741661071777,0.7243243243243244,0.8768638094693704,0
52328.png,9,0.07045818327330933,0.45,51.55634891986847,0.6601307189542484,0.9183359509479244,0
30505.png,9,0.16051920768307323,0.85,69.11269783973694,0.7049808429118773,0.8330223749913607,0
39064.png,9,0.10413165266106442,0.6,69.69848430156708,0.6595744680851063,0.7492832915809252,0
4060.png,9,0.09337234893957583,0.55,55.55634880065918,0.6593406593406593,0.9022384778838245,0
25625.png,9,0.11948779511804722,0.55,59.21320307254791,0.7405405405405405,0.8638024636471147,0
46146.png,9,0.1315376150460184,0.65,62.14213538169861,0.6666666666666666,0.8382178789857193,1
27334.png,9,0.14607843137254903,0.65,60.870057344436646,0.8086124401913876,0.8515518765065777,0
44001.png,9,0.12494997999199679,0.75,66.04163014888763,0.669683257918552,0.8425472189129455,-1
49608.png,9,0.0871998799519808,0.6,58.97056245803833,0.6333333333333333,0.8623653660456838,0
28262.png,9,0.07671568627450981,0.5,67.21320295333862,0.6153846153846154,0.7206604677337487,0
14057.png,9,0.18293317326930772,0.8888888888888888,70.3847758769989,0.8202764976958525,0.14207617876734488,1
55949.png,9,0.12010804321728691,0.6,59.69848418235779,0.7178217821782178,0.885294254596157,0
18057.png,9,0.11673669467787115,0.6,56.28427076339722,0.8170731707317073,0.9079830453707052,0
25385.png,9,0.16490096038415367,0.6,54.72792172431946,0.8272251308900523,0.9443548938291073,0
32368.png,9,0.11771708683473389,0.6,54.38477611541748,0.7528735632183908,0.905680700142395,0
58608.png,9,0.08289815926370549,0.55,58.62741661071777,0.7,0.0,1
23863.png,9,0.17809123649459782,1.0,70.5269113779068,0.6511627906976745,0.8562812777408155,0
57636.png,9,0.16258003201280513,0.65,60.38477599620819,0.7660550458715596,0.8949704341209385,0
18973.png,9,0.11032913165266107,0.6,59.69848418235779,0.7025641025641025,0.8739098178435406,0
17597.png,9,0.09464785914365746,0.8,64.04163002967834,0.5682819383259912,0.848064455440268,0
33757.png,9,0.1443877551020408,0.6,59.21320295333862,0.7990430622009569,0.8910241867054475,0
49854.png,9,0.10423669467787115,0.6,58.041630029678345,0.6947368421052632,0.9113374713185349,0
17517.png,9,0.14810424169667868,0.9,71.11269772052765,0.6715867158671587,0.870079255580226,-1
36499.png,9,0.10070028011204481,0.7,63.35533857345581,0.6553398058252428,0.8652707422208616,0
53810.png,9,0.15907863145258103,0.7,60.3847758769989,0.771689497716895,0.8876145153244214,0
44670.png,9,0.149624849939976,1.0,72.18376553058624,0.6086956521739131,0.8081679463526993,0
13395.png,9,0.12623549419767907,0.6,60.041630029678345,0.7291666666666666,0.8819340879553008,0
44010.png,9,0.10312124849939976,0.7,65.35533833503723,0.69,0.7847831106415133,-1
33443.png,9,0.09047118847539015,0.55,59.69848418235779,0.6923076923076923,0.8658897124088132,-1
10247.png,9,0.2055422168867547,0.6,58.62741661071777,0.8772727272727273,0.9093587738698705,1
34739.png,9,0.1273359343737495,0.7,60.7695517539978,0.7666666666666667,0.8848909120436733,1
16568.png,9,0.08978091236494598,0.6,61.79898953437805,0.6051282051282051,0.8409829693474071,0
29752.png,9,0.08480892356942776,0.5,52.97056245803833,0.6776315789473685,0.8793792565219932,0
35273.png,9,0.11829231692677071,0.7,62.5269113779068,0.7589743589743589,0.8551220303664528,-2
19687.png,9,0.0974389755902361,0.5,54.14213538169861,0.7254901960784313,0.880090125626091,0
55599.png,9,0.15024509803921568,0.65,57.79898953437805,0.7446808510638298,0.8935242806116441,0
9784.png,9,0.10580732292917167,0.65,64.28427064418793,0.6515151515151515,0.827462425713351,-1
16770.png,9,0.08421868747498999,0.5,55.55634880065918,0.6883116883116883,0.8727077460953001,0
21562.png,9,0.1514605842336935,0.7,63.455843687057495,0.8029556650246306,0.8220164853312492,0
22501.png,9,0.15821328531412565,0.9,75.5979790687561,0.7584745762711864,0.8152125375849658,-1
51592.png,9,0.13999099639855941,0.75,67.35533809661865,0.7248908296943232,0.8072289927260451,0
12669.png,9,0.1369047619047619,0.7,64.28427064418793,0.7441860465116279,0.8652162923416344,0
13932.png,9,0.12913165266106444,0.7,62.38477599620819,0.7037037037037037,0.8939660432136974,0
51956.png,9,0.14719887955182073,0.75,68.38477599620819,0.6388888888888888,0.8479389230298195,0
25432.png,9,0.11041916766706683,0.65,62.14213538169861,0.6328502415458938,0.852730618243673,0
21510.png,9,0.14992496998799518,0.5,53.79898953437805,0.888268156424581,0.9163761616880941,1
11903.png,9,0.10526210484193678,0.5,52.72792184352875,0.78,0.9095834044922675,1
55013.png,9,0.11359543817527011,0.7,62.52691113948822,0.7128205128205128,0.8591427480736744,0
56684.png,9,0.184968987595038,0.85,65.21320307254791,0.6968503937007874,0.8906316203914371,-1
42165.png,9,0.15344637855142057,0.5,57.455843687057495,0.8478260869565217,0.8801084102884685,0
35715.png,9,0.08744497799119648,0.5,51.55634891986847,0.7191780821917808,0.9118680329262264,0
12840.png,9,0.12655062024809924,1.1764705882352942,66.28427076339722,0.6759259259259259,0.8592054784023483,0
1005.png,9,0.1621798719487795,0.9,72.18376541137695,0.7708333333333334,0.8108443671095759,-3
42579.png,0,0.2557222889155662,1.0,67.21320295333862,0.8270440251572327,0.938727608725663,0
216.png,0,0.1370498199279712,0.7,57.79898941516876,0.6504065040650406,0.9631034507330587,0
31995.png,0,0.18464885954381755,0.75,57.21320307254791,0.8391304347826087,0.9401604411366056,0
11320.png,0,0.09629851940776311,0.8,59.79898953437805,0.4981549815498155,0.9658272484435061,0
114.png,0,0.20261604641856742,1.1111111111111112,63.455843448638916,0.7156549520766773,0.9682902075406239,0
39309.png,0,0.21962284913965585,1.0526315789473684,67.94112455844879,0.8333333333333334,0.9181313242154919,-2
40612.png,0,0.10909863945578231,0.95,102.42640542984009,0.47335423197492166,0.6110863869917423,1
24429.png,0,0.23993597438975592,0.9,64.04162991046906,0.7620578778135049,0.9543060773882507,0
46273.png,0,0.18074729891956784,1.0526315789473684,64.87005722522736,0.6801346801346801,0.9586208400393553,0
23627.png,0,0.1331732693077231,0.7,57.69848442077637,0.7860696517412935,0.9488602433080469,-2
25953.png,0,0.11362545018007203,0.8,59.21320295333862,0.5597014925373134,0.9718279213954923,0
34177.png,0,0.15411664665866348,0.9,62.62741661071777,0.5927152317880795,0.9625277674119135,0
15491.png,0,0.1458733493397359,1.0526315789473684,63.69848418235779,0.5868852459016394,0.966907263936213,0
21890.png,0,0.1884953981592637,1.0526315789473684,103.25483310222626,0.6487341772151899,0.5970553850533296,1
13184.png,0,0.16291516606642656,0.8,61.11269748210907,0.6842105263157895,0.9382972136318932,0
33163.png,0,0.18940576230492198,1.1111111111111112,62.870057106018066,0.7769516728624535,0.9504052983226922,0
16439.png,0,0.20768807523009206,1.0,65.4558435678482,0.6978193146417445,0.9647716202273988,0
45966.png,0,0.15555222088835532,0.9,62.284270882606506,0.5980066445182725,0.9541400389516248,0
15734.png,0,0.25775810324129655,1.0,67.11269772052765,0.7355623100303952,0.9310558113593211,0
41315.png,0,0.16641656662665066,1.1764705882352942,60.28427076339722,0.7777777777777778,0.9642009728133564,-2
17625.png,0,0.09772909163665466,1.3333333333333333,58.627416491508484,0.5708333333333333,0.9488879268720143,0
34708.png,0,0.20177571028411362,0.8,67.4558436870575,0.7275862068965517,0.8995255704571636,0
19985.png,0,0.2055122048819528,0.9,64.87005722522736,0.6445783132530121,0.970003878258656,0
31393.png,0,0.10636254501800721,1.4285714285714286,54.041630148887634,0.6462264150943396,0.9789393539290964,0
35746.png,0,0.19585334133653462,1.1111111111111112,106.42640614509583,0.6350148367952523,0.5990805809449101,1
53924.png,0,0.17841636654661866,0.8,58.627416253089905,0.725925925925926,0.9860564856561612,0
8855.png,0,0.19032112845138055,1.0,66.6274163722992,0.6738461538461539,0.9624206724273687,0
59901.png,0,0.15738795518207283,1.1111111111111112,60.87005698680878,0.6604477611940298,0.9660404308453526,0
4527.png,0,0.2162014805922369,0.85,63.79898941516876,0.6962025316455697,0.9679363001536256,0
55259.png,0,0.16565126050420168,1.25,61.11269760131836,0.7550200803212851,0.9578097660709423,0
52941.png,0,0.15530712284913964,1.1764705882352942,97.01219248771667,0.5979381443298969,0.6045718335638425,1
10425.png,0,0.2175720288115246,0.9,63.69848442077637,0.8064516129032258,0.9381838209659492,0
6593.png,0,0.18692476990796317,0.8,60.870057225227356,0.7444444444444445,0.9631308379240503,0
42771.png,0,0.2096438575430172,0.8,58.62741661071777,0.7666666666666667,0.9701352971799959,0
56803.png,0,0.20412665066026411,1.0,66.04163002967834,0.6588921282798834,0.9700544666508204,0
29205.png,0,0.11525110044017607,1.25,60.28427076339722,0.5627240143369175,0.9558701230946067,0
37467.png,0,0.19777911164465786,1.1111111111111112,62.041630029678345,0.6597222222222222,0.9664259066076938,0
36312.png,0,0.13875050020008003,0.8,59.79898953437805,0.592057761732852,0.9810947896482852,0
15910.png,0,0.1306672669067627,0.75,60.3847758769989,0.5992779783393501,0.9619841299776449,0
14897.png,0,0.16131952781112444,1.0,65.45584344863892,0.6293929712460063,0.9634195869679633,0
29230.png,0,0.14183673469387753,0.9,65.4558436870575,0.5370919881305638,0.9690613419257279,0
46582.png,0,0.20654761904761904,0.9,60.870057106018066,0.797752808988764,0.9462251414102468,0
29199.png,0,0.14895458183273308,0.9,83.69848418235779,0.5813148788927336,0.2214773570301727,1
31367.png,0,0.15332132853141256,0.8,61.455843687057495,0.678030303030303,0.9543506518126269,0
46726.png,0,0.22562525010004,0.6,56.38477599620819,0.9342105263157895,0.9601632198469707,0
58146.png,0,0.18052721088435375,1.1111111111111112,62.870057582855225,0.6840277777777778,0.9680711644411139,0
25389.png,0,0.24670868347338934,0.9,64.04163002967834,0.7788461538461539,0.962525384147463,0
14131.png,0,0.2988495398159264,1.0,65.45584332942963,0.8387096774193549,0.9813182645942293,0
41353.png,0,0.2077531012404962,0.95,64.28427076339722,0.8327272727272728,0.9661504177978342,0
24856.png,0,0.13085234093637454,0.7,56.38477599620819,0.6,0.9778837696373666,0
25065.png,0,0.16912264905962385,1.1111111111111112,62.041630029678345,0.6407766990291263,0.9716157918522453,0
12276.png,0,0.10525210084033614,0.55,54.97056233882904,0.6509433962264151,0.9565580832083128,0
10237.png,0,0.32720088035214084,1.0,66.62741649150848,0.8645533141210374,0.9762534851260355,0
25420.png,0,0.1212434973989596,0.8,58.870057225227356,0.6556016597510373,0.9410534996414501,0
50353.png,0,0.14500800320128052,0.7,87.01219248771667,0.803921568627451,0.6135845688533055,1
30207.png,0,0.2069327731092437,1.0526315789473684,65.4558435678482,0.6449704142011834,0.9713159993051912,0
28993.png,0,0.1756502601040416,1.0,65.4558435678482,0.6378205128205128,0.9664817338053517,0
41296.png,0,0.19948479391756704,0.8,61.455843567848206,0.7285714285714285,0.9480117626985552,0
42752.png,0,0.21657162865146057,1.0526315789473684,67.4558436870575,0.6927710843373494,0.9319645528263735,0
50200.png,0,0.16987294917967186,0.75,59.455843687057495,0.7338403041825095,0.9481747098214786,0
54356.png,0,0.12991196478591435,0.8,60.28427052497864,0.6056338028169014,0.9580673456851432,0
37079.png,0,0.2998349339735894,1.0,67.21320295333862,0.8262108262108262,0.9700694760701832,0
16045.png,0,0.12976690676270508,1.0,56.870057344436646,0.8793103448275862,0.03516789138943345,-3
37511.png,0,0.19238695478191276,1.0,66.87005722522736,0.6501457725947521,0.9635710075319331,0
20548.png,0,0.12208383353341336,0.6,54.041630029678345,0.6571428571428571,0.9499070211028711,0
6228.png,0,0.14157162865146058,0.7,57.21320307254791,0.6535433070866141,0.9644506900419808,0
14384.png,0,0.08620948379351741,0.6,56.38477599620819,0.5299145299145299,0.9681541535538835,0
23786.png,0,0.1394607843137255,0.8,64.87005722522736,0.613013698630137,0.9156015642119408,0
51331.png,0,0.22932172869147657,0.9,65.21320283412933,0.7845117845117845,0.95926141544491,0
17349.png,0,0.1772859143657463,1.0526315789473684,65.4558435678482,0.6516129032258065,0.9487691007704872,0
13077.png,0,0.24988995598239294,0.9,63.6984840631485,0.9277566539923955,0.9429631938473039,1
6958.png,0,0.11164465786314526,0.75,57.455843567848206,0.5903614457831325,0.9662127242324573,0
39039.png,0,0.17259403761504602,1.0,66.2842708826065,0.6776315789473685,0.9300401101363155,-1
45190.png,0,0.15769807923169268,0.6,55.21320295333862,0.7489177489177489,0.9628674802355728,0
19376.png,0,0.09236194477791115,0.8,103.8406195640564,0.4789272030651341,0.5501494049469163,1
44335.png,0,0.16447078831532613,1.0,64.87005710601807,0.6845878136200717,0.9747612361501788,0
18284.png,0,0.19069127651060425,1.0,64.87005698680878,0.6829268292682927,0.9632145025171469,0
21721.png,0,0.1659013605442177,0.8,60.28427064418793,0.6823104693140795,0.9670853484275984,-1
2310.png,0,0.09622849139655862,0.7,57.79898941516876,0.5175097276264592,0.9738181153913094,0
5498.png,0,0.12966186474589836,0.65,56.041630148887634,0.7117117117117117,0.9358006835432855,0
22583.png,0,0.31071928771508606,1.1111111111111112,67.21320295333862,0.9252336448598131,0.9472098491402686,-3
18208.png,0,0.17610544217687074,1.0526315789473684,64.87005698680878,0.5858895705521472,0.9659733691164991,0
20463.png,0,0.13498899559823932,0.6,52.38477599620819,0.8,0.9650553853597454,0
51286.png,0,0.17406462585034013,0.7,53.455843806266785,0.9278350515463918,0.9682762516728203,-2
5563.png,0,0.20650260104041618,0.85,60.87005698680878,0.7970479704797048,0.953966816806321,0
31116.png,0,0.19099139655862343,1.0,66.04163014888763,0.625,0.9525255542424105,0
47616.png,0,0.1313675470188075,0.75,58.87005698680878,0.6334661354581673,0.9447161329363606,0
2373.png,0,0.17428971588635453,1.0,65.69848442077637,0.6568627450980392,0.9568271403217083,0
2914.png,0,0.19056122448979593,0.8,60.627416491508484,0.7111111111111111,0.9597684949360467,0
12140.png,0,0.1929171668667467,0.8,63.21320307254791,0.707641196013289,0.9477601934849961,0
32953.png,0,0.20600740296118447,1.0,66.04163014888763,0.6453488372093024,0.9746694166028199,0
13826.png,0,0.18723989595838336,1.0,64.87005710601807,0.6422018348623854,0.9742976195577893,0
39531.png,0,0.18861044417767106,0.6,56.38477599620819,0.8504273504273504,0.9549139119565295,0
5340.png,0,0.2266656662665066,0.9,62.870057225227356,0.8144329896907216,0.9459736596629835,0
39817.png,0,0.13653461384553822,0.8,56.870057106018066,0.5738396624472574,0.9517919311955947,0
38110.png,0,0.1728391356542617,0.75,59.21320283412933,0.6834532374100719,0.9799471447634881,0
48274.png,0,0.22744597839135655,0.9,64.38477599620819,0.7523809523809524,0.9532585961097585,0
5246.png,0,0.2562575030012005,0.9,64.62741649150848,0.8130841121495327,0.9633974558060558,0
21526.png,0,0.16837735094037615,0.9,65.4558435678482,0.5981012658227848,0.9448167868804298,0
36138.png,0,0.12928171268507402,0.7,56.38477599620819,0.6610169491525424,0.9701081534778099,0
43998.png,7,0.09210684273709484,1.1764705882352942,70.04163014888763,0.5532994923857868,0.8243430439855752,0
50254.png,7,0.19297719087635054,0.9,82.38477599620819,0.6735395189003437,0.786088804866373,1
22454.png,7,0.15661764705882353,1.0,84.76955187320709,0.6490566037735849,0.7781534219179336,1
52010.png,7,0.09263205282112845,0.8,72.28427064418793,0.504424778761062,0.7980532848257811,1
17007.png,7,0.12064825930372149,0.7,80.18376541137695,0.6346153846153846,0.7100446337988856,1
16478.png,7,0.07008303321328532,0.7,66.72792184352875,0.47643979057591623,0.8315650925885834,1
25452.png,7,0.08028711484593837,0.7,69.21320307254791,0.4603960396039604,0.810625458130834,1
15037.png,7,0.08758003201280512,0.5,70.5269113779068,0.6826347305389222,0.7306522037892422,1
21761.png,7,0.07456982793117246,0.6,66.76955199241638,0.6068965517241379,0.7589643568045782,1
8949.png,7,0.10533213285314126,0.8,74.62741661071777,0.45064377682403434,0.7821944432510146,1
2881.png,7,0.15535714285714286,1.0526315789473684,85.35533821582794,0.5763888888888888,0.7319245875762838,1
5540.png,7,0.08411864745898359,0.75,70.97056245803833,0.4563106796116505,0.8139025931733733,1
41297.png,7,0.14265206082432974,1.0,96.81118273735046,0.65625,0.6313409396706383,1
